UID	Locale	Translation
ES-CT-L-103	es	Granyanella
ES-CT-L-105	es	Granyena de les Garrigues
ES-CT-L-104	es	Granyena de Segarra
ES-CT-L-109	es	Guimerà
ES-CT-L-903	es	La Guingueta d'Àneu
ES-CT-L-110	es	Guissona
ES-CT-L-111	es	Guixers
ES-CT-L-115	es	Isona i Conca Dellà
ES-CT-L-112	es	Ivars de Noguera
ES-CT-L-113	es	Ivars d'Urgell
ES-CT-L-114	es	Ivorra
ES-CT-L-910	es	Josa i Tuixén
ES-CT-L-118	es	Juncosa
ES-CT-L-119	es	Juneda
ES-CT-L-121	es	Les
ES-CT-L-122	es	Linyola
ES-CT-L-123	es	Lladorre
ES-CT-L-124	es	Lladurs
ES-CT-L-125	es	Llardecans
ES-CT-L-126	es	Llavorsí
ES-CT-L-120	es	Lleida
ES-CT-L-127	es	Lles de Cerdanya
ES-CT-L-128	es	Llimiana
ES-CT-L-129	es	Llobera
ES-CT-L-133	es	Maials
ES-CT-L-130	es	Maldà
ES-CT-L-131	es	Massalcoreig
ES-CT-L-132	es	Massoteres
ES-CT-L-134	es	Menàrguens
ES-CT-L-135	es	Miralcamp
ES-CT-L-137	es	Mollerussa
ES-CT-L-136	es	La Molsosa
ES-CT-L-139	es	Montellà i Martinet
ES-CT-L-140	es	Montferrer i Castellbò
ES-CT-L-138	es	Montgai
ES-CT-L-142	es	Montoliu de Lleida
ES-CT-L-141	es	Montoliu de Segarra
ES-CT-L-143	es	Montornès de Segarra
ES-CT-L-145	es	Nalec
ES-CT-L-025	es	Naut Aran
ES-CT-L-146	es	Navès
ES-CT-L-148	es	Odèn
ES-CT-L-149	es	Oliana
ES-CT-L-150	es	Oliola
ES-CT-L-151	es	Olius
ES-CT-L-152	es	Les Oluges
ES-CT-L-153	es	Els Omellons
ES-CT-L-154	es	Els Omells de na Gaia
ES-CT-L-155	es	Organyà
ES-CT-L-156	es	Os de Balaguer
ES-CT-L-157	es	Ossó de Sió
ES-CT-L-158	es	El Palau d'Anglesola
ES-CT-L-164	es	Penelles
ES-CT-L-165	es	Peramola
ES-CT-L-166	es	Pinell de Solsonès
ES-CT-L-167	es	Pinós
ES-CT-L-911	es	Els Plans de Sió
ES-CT-L-168	es	El Poal
ES-CT-L-169	es	La Pobla de Cérvoles
ES-CT-L-171	es	La Pobla de Segur
ES-CT-L-030	es	El Pont de Bar
ES-CT-L-173	es	El Pont de Suert
ES-CT-L-172	es	Ponts
ES-CT-L-174	es	La Portella
ES-CT-L-175	es	Prats i Sansor
ES-CT-L-176	es	Preixana
ES-CT-L-177	es	Preixens
ES-CT-L-179	es	Prullans
ES-CT-L-180	es	Puiggròs
ES-CT-L-181	es	Puigverd d'Agramunt
ES-CT-L-182	es	Puigverd de Lleida
ES-CT-L-183	es	Rialp
ES-CT-L-905	es	Ribera d'Ondara
ES-CT-L-185	es	Ribera d'Urgellet
ES-CT-L-186	es	Riner
ES-CT-L-913	es	Riu de Cerdanya
ES-CT-L-189	es	Rosselló
ES-CT-L-190	es	Salàs de Pallars
ES-CT-L-191	es	Sanaüja
ES-CT-L-196	es	Sant Esteve de la Sarga
ES-CT-L-192	es	Sant Guim de Freixenet
ES-CT-L-197	es	Sant Guim de la Plana
ES-CT-L-193	es	Sant Llorenç de Morunys
ES-CT-L-902	es	Sant Martí de Riucorb
ES-CT-L-194	es	Sant Ramon
ES-CT-L-201	es	Sarroca de Bellera
ES-CT-L-200	es	Sarroca de Lleida
ES-CT-L-202	es	Senterada
ES-CT-L-035	es	La Sentiu de Sió
ES-CT-L-204	es	Seròs
ES-CT-L-203	es	La Seu d'Urgell
ES-CT-L-205	es	Sidamon
ES-CT-L-206	es	El Soleràs
ES-CT-L-207	es	Solsona
ES-CT-L-208	es	Soriguera
ES-CT-L-209	es	Sort
ES-CT-L-210	es	Soses
ES-CT-L-211	es	Sudanell
ES-CT-L-212	es	Sunyer
ES-CT-L-215	es	Talarn
ES-CT-L-216	es	Talavera
ES-CT-L-217	es	Tàrrega
ES-CT-L-218	es	Tarrés
ES-CT-L-219	es	Tarroja de Segarra
ES-CT-L-220	es	Térmens
ES-CT-L-221	es	Tírvia
ES-CT-L-222	es	Tiurana
ES-CT-L-223	es	Torà
ES-CT-L-224	es	Els Torms
ES-CT-L-225	es	Tornabous
ES-CT-L-227	es	La Torre de Cabdella
ES-CT-L-226	es	Torrebesses
ES-CT-L-228	es	Torrefarrera
ES-CT-L-907	es	Torrefeta i Florejacs
ES-CT-L-230	es	Torregrossa
ES-CT-L-231	es	Torrelameu
ES-CT-L-232	es	Torres de Segre
ES-CT-L-233	es	Torre-serona
ES-CT-L-234	es	Tremp
ES-CT-L-043	es	La Vall de Boí
ES-CT-L-901	es	Vall de Cardós
ES-CT-L-238	es	Vallbona de les Monges
ES-CT-L-240	es	Vallfogona de Balaguer
ES-CT-L-906	es	Les Valls d'Aguilar
ES-CT-L-239	es	Les Valls de Valira
ES-CT-L-909	es	La Vansa i Fórnols
ES-CT-L-242	es	Verdú
ES-CT-L-243	es	Vielha e Mijaran
ES-CT-L-244	es	Vilagrassa
ES-CT-L-245	es	Vilaller
ES-CT-L-247	es	Vilamòs
ES-CT-L-248	es	Vilanova de Bellpuig
ES-CT-L-254	es	Vilanova de la Barca
ES-CT-L-249	es	Vilanova de l'Aguda
ES-CT-L-250	es	Vilanova de Meià
ES-CT-L-251	es	Vilanova de Segrià
ES-CT-L-252	es	Vila-sana
ES-CT-L-253	es	El Vilosell
ES-CT-L-255	es	Vinaixa
ES-RI-LO-001	es	Ábalos
ES-RI-LO-002	es	Agoncillo
ES-RI-LO-003	es	Aguilar del Río Alhama
ES-RI-LO-004	es	Ajamil de Cameros
ES-RI-LO-005	es	Albelda de Iregua
ES-RI-LO-006	es	Alberite
ES-RI-LO-007	es	Alcanadre
ES-RI-LO-008	es	Aldeanueva de Ebro
ES-RI-LO-009	es	Alesanco
ES-RI-LO-010	es	Alesón
ES-RI-LO-011	es	Alfaro
ES-RI-LO-012	es	Almarza de Cameros
ES-RI-LO-013	es	Anguciana
ES-RI-LO-014	es	Anguiano
ES-RI-LO-015	es	Arenzana de Abajo
ES-RI-LO-016	es	Arenzana de Arriba
ES-RI-LO-017	es	Arnedillo
ES-RI-LO-018	es	Arnedo
ES-RI-LO-019	es	Arrúbal
ES-RI-LO-020	es	Ausejo
ES-RI-LO-021	es	Autol
ES-RI-LO-022	es	Azofra
ES-RI-LO-023	es	Badarán
ES-RI-LO-024	es	Bañares
ES-RI-LO-026	es	Baños de Río Tobía
ES-RI-LO-025	es	Baños de Rioja
ES-RI-LO-027	es	Berceo
ES-RI-LO-028	es	Bergasa
ES-RI-LO-029	es	Bergasillas Bajera
ES-RI-LO-030	es	Bezares
ES-RI-LO-031	es	Bobadilla
ES-RI-LO-032	es	Brieva de Cameros
ES-RI-LO-033	es	Briñas
ES-RI-LO-034	es	Briones
ES-RI-LO-035	es	Cabezón de Cameros
ES-RI-LO-036	es	Calahorra
ES-RI-LO-037	es	Camprovín
ES-RI-LO-038	es	Canales de la Sierra
ES-RI-LO-039	es	Canillas de Río Tuerto
ES-RI-LO-040	es	Cañas
ES-RI-LO-041	es	Cárdenas
ES-RI-LO-042	es	Casalarreina
ES-RI-LO-043	es	Castañares de Rioja
ES-RI-LO-044	es	Castroviejo
ES-RI-LO-045	es	Cellorigo
ES-RI-LO-046	es	Cenicero
ES-RI-LO-047	es	Cervera del Río Alhama
ES-RI-LO-048	es	Cidamón
ES-RI-LO-049	es	Cihuri
ES-RI-LO-050	es	Cirueña
ES-RI-LO-051	es	Clavijo
ES-RI-LO-052	es	Cordovín
ES-RI-LO-053	es	Corera
ES-RI-LO-054	es	Cornago
ES-RI-LO-055	es	Corporales
ES-RI-LO-056	es	Cuzcurrita de Río Tirón
ES-RI-LO-057	es	Daroca de Rioja
ES-RI-LO-058	es	Enciso
ES-RI-LO-059	es	Entrena
ES-RI-LO-060	es	Estollo
ES-RI-LO-061	es	Ezcaray
ES-RI-LO-062	es	Foncea
ES-RI-LO-063	es	Fonzaleche
ES-RI-LO-064	es	Fuenmayor
ES-RI-LO-065	es	Galbárruli
ES-RI-LO-066	es	Galilea
ES-RI-LO-067	es	Gallinero de Cameros
ES-RI-LO-068	es	Gimileo
ES-RI-LO-069	es	Grañón
ES-RI-LO-070	es	Grávalos
ES-RI-LO-071	es	Haro
ES-RI-LO-072	es	Herce
ES-RI-LO-073	es	Herramélluri
ES-RI-LO-074	es	Hervías
ES-RI-LO-075	es	Hormilla
ES-RI-LO-076	es	Hormilleja
ES-RI-LO-077	es	Hornillos de Cameros
ES-RI-LO-078	es	Hornos de Moncalvillo
ES-RI-LO-079	es	Huércanos
ES-RI-LO-080	es	Igea
ES-RI-LO-081	es	Jalón de Cameros
ES-RI-LO-082	es	Laguna de Cameros
ES-RI-LO-083	es	Lagunilla del Jubera
ES-RI-LO-084	es	Lardero
ES-RI-LO-086	es	Ledesma de la Cogolla
ES-RI-LO-087	es	Leiva
ES-RI-LO-088	es	Leza de Río Leza
ES-RI-LO-089	es	Logroño
ES-RI-LO-091	es	Lumbreras
ES-RI-LO-092	es	Manjarrés
ES-RI-LO-093	es	Mansilla de la Sierra
ES-RI-LO-094	es	Manzanares de Rioja
ES-RI-LO-095	es	Matute
ES-RI-LO-096	es	Medrano
ES-RI-LO-098	es	Munilla
ES-RI-LO-099	es	Murillo de Río Leza
ES-RI-LO-100	es	Muro de Aguas
ES-RI-LO-101	es	Muro en Cameros
ES-RI-LO-102	es	Nájera
ES-RI-LO-103	es	Nalda
ES-RI-LO-104	es	Navajún
ES-RI-LO-105	es	Navarrete
ES-RI-LO-106	es	Nestares
ES-RI-LO-107	es	Nieva de Cameros
ES-RI-LO-109	es	Ochánduri
ES-RI-LO-108	es	Ocón
ES-RI-LO-110	es	Ojacastro
ES-RI-LO-111	es	Ollauri
ES-RI-LO-112	es	Ortigosa de Cameros
ES-RI-LO-113	es	Pazuengos
ES-RI-LO-114	es	Pedroso
ES-RI-LO-115	es	Pinillos
ES-RI-LO-117	es	Pradejón
ES-RI-LO-118	es	Pradillo
ES-RI-LO-119	es	Préjano
ES-RI-LO-120	es	Quel
ES-RI-LO-121	es	Rabanera
ES-RI-LO-122	es	El Rasillo de Cameros
ES-RI-LO-123	es	El Redal
ES-RI-LO-124	es	Ribafrecha
ES-RI-LO-125	es	Rincón de Soto
ES-RI-LO-126	es	Robres del Castillo
ES-RI-LO-127	es	Rodezno
ES-RI-LO-128	es	Sajazarra
ES-RI-LO-129	es	San Asensio
ES-RI-LO-130	es	San Millán de la Cogolla
ES-RI-LO-131	es	San Millán de Yécora
ES-RI-LO-132	es	San Román de Cameros
ES-RI-LO-139	es	San Torcuato
ES-RI-LO-142	es	San Vicente de la Sonsierra
ES-RI-LO-134	es	Santa Coloma
ES-RI-LO-135	es	Santa Engracia del Jubera
ES-RI-LO-136	es	Santa Eulalia Bajera
ES-RI-LO-138	es	Santo Domingo de la Calzada
ES-RI-LO-140	es	Santurde de Rioja
ES-RI-LO-141	es	Santurdejo
ES-RI-LO-143	es	Sojuela
ES-RI-LO-144	es	Sorzano
ES-RI-LO-145	es	Sotés
ES-RI-LO-146	es	Soto en Cameros
ES-RI-LO-147	es	Terroba
ES-RI-LO-148	es	Tirgo
ES-RI-LO-149	es	Tobía
ES-RI-LO-150	es	Tormantos
ES-RI-LO-153	es	Torre en Cameros
ES-RI-LO-151	es	Torrecilla en Cameros
ES-RI-LO-152	es	Torrecilla sobre Alesanco
ES-RI-LO-154	es	Torremontalbo
ES-RI-LO-155	es	Treviana
ES-RI-LO-157	es	Tricio
ES-RI-LO-158	es	Tudelilla
ES-RI-LO-160	es	Uruñuela
ES-RI-LO-161	es	Valdemadera
ES-RI-LO-162	es	Valgañón
ES-RI-LO-163	es	Ventosa
ES-RI-LO-164	es	Ventrosa
ES-RI-LO-165	es	Viguera
ES-RI-LO-166	es	Villalba de Rioja
ES-RI-LO-167	es	Villalobar de Rioja
ES-RI-LO-168	es	Villamediana de Iregua
ES-RI-LO-169	es	Villanueva de Cameros
ES-RI-LO-170	es	El Villar de Arnedo
ES-RI-LO-171	es	Villar de Torre
ES-RI-LO-172	es	Villarejo
ES-RI-LO-173	es	Villarroya
ES-RI-LO-174	es	Villarta-Quintana
ES-RI-LO-175	es	Villavelayo
ES-RI-LO-176	es	Villaverde de Rioja
ES-RI-LO-177	es	Villoslada de Cameros
ES-RI-LO-178	es	Viniegra de Abajo
ES-RI-LO-179	es	Viniegra de Arriba
ES-RI-LO-180	es	Zarratón
ES-RI-LO-181	es	Zarzosa
ES-RI-LO-183	es	Zorraquín
ES-GA-LU-001	es	Abadín
ES-GA-LU-002	es	Alfoz
ES-GA-LU-003	es	Antas de Ulla
ES-GA-LU-004	es	Baleira
ES-GA-LU-901	es	Baralla
ES-GA-LU-005	es	Barreiros
ES-GA-LU-006	es	Becerreá
ES-GA-LU-007	es	Begonte
ES-GA-LU-008	es	Bóveda
ES-GA-LU-902	es	Burela
ES-GA-LU-009	es	Carballedo
ES-GA-LU-010	es	Castro de Rei
ES-GA-LU-011	es	Castroverde
ES-GA-LU-012	es	Cervantes
ES-GA-LU-013	es	Cervo
ES-GA-LU-016	es	Chantada
ES-GA-LU-014	es	O Corgo
ES-GA-LU-015	es	Cospeito
ES-GA-LU-017	es	Folgoso do Courel
ES-GA-LU-018	es	A Fonsagrada
ES-GA-LU-019	es	Foz
ES-GA-LU-020	es	Friol
ES-GA-LU-022	es	Guitiriz
ES-GA-LU-023	es	Guntín
ES-GA-LU-024	es	O Incio
ES-GA-LU-026	es	Láncara
ES-GA-LU-027	es	Lourenzá
ES-GA-LU-028	es	Lugo
ES-GA-LU-029	es	Meira
ES-GA-LU-030	es	Mondoñedo
ES-GA-LU-031	es	Monforte de Lemos
ES-GA-LU-032	es	Monterroso
ES-GA-LU-033	es	Muras
ES-GA-LU-034	es	Navia de Suarna
ES-GA-LU-035	es	Negueira de Muñiz
ES-GA-LU-037	es	As Nogais
ES-GA-LU-038	es	Ourol
ES-GA-LU-039	es	Outeiro de Rei
ES-GA-LU-040	es	Palas de Rei
ES-GA-LU-041	es	Pantón
ES-GA-LU-042	es	Paradela
ES-GA-LU-043	es	O Páramo
ES-GA-LU-044	es	A Pastoriza
ES-GA-LU-045	es	Pedrafita do Cebreiro
ES-GA-LU-047	es	A Pobra do Brollón
ES-GA-LU-046	es	Pol
ES-GA-LU-048	es	A Pontenova
ES-GA-LU-049	es	Portomarín
ES-GA-LU-050	es	Quiroga
ES-GA-LU-056	es	Rábade
ES-GA-LU-051	es	Ribadeo
ES-GA-LU-052	es	Ribas de Sil
ES-GA-LU-053	es	Ribeira de Piquín
ES-GA-LU-054	es	Riotorto
ES-GA-LU-055	es	Samos
ES-GA-LU-057	es	Sarria
ES-GA-LU-058	es	O Saviñao
ES-GA-LU-059	es	Sober
ES-GA-LU-060	es	Taboada
ES-GA-LU-061	es	Trabada
ES-GA-LU-062	es	Triacastela
ES-GA-LU-063	es	O Valadouro
ES-GA-LU-064	es	O Vicedo
ES-GA-LU-065	es	Vilalba
ES-GA-LU-066	es	Viveiro
ES-GA-LU-021	es	Xermade
ES-GA-LU-025	es	Xove
ES-MD-M-001	es	La Acebeda
ES-MD-M-002	es	Ajalvir
ES-MD-M-003	es	Alameda del Valle
ES-MD-M-004	es	El Álamo
ES-MD-M-005	es	Alcalá de Henares
ES-MD-M-006	es	Alcobendas
ES-MD-M-007	es	Alcorcón
ES-MD-M-008	es	Aldea del Fresno
ES-MD-M-009	es	Algete
ES-MD-M-010	es	Alpedrete
ES-MD-M-011	es	Ambite
ES-MD-M-012	es	Anchuelo
ES-MD-M-013	es	Aranjuez
ES-MD-M-014	es	Arganda del Rey
ES-MD-M-015	es	Arroyomolinos
ES-MD-M-016	es	El Atazar
ES-MD-M-017	es	Batres
ES-MD-M-018	es	Becerril de la Sierra
ES-MD-M-019	es	Belmonte de Tajo
ES-MD-M-021	es	El Berrueco
ES-MD-M-020	es	Berzosa del Lozoya
ES-MD-M-022	es	Boadilla del Monte
ES-MD-M-023	es	El Boalo
ES-MD-M-024	es	Braojos
ES-MD-M-025	es	Brea de Tajo
ES-MD-M-026	es	Brunete
ES-MD-M-027	es	Buitrago del Lozoya
ES-MD-M-028	es	Bustarviejo
ES-MD-M-029	es	Cabanillas de la Sierra
ES-MD-M-030	es	La Cabrera
ES-MD-M-031	es	Cadalso de los Vidrios
ES-MD-M-032	es	Camarma de Esteruelas
ES-MD-M-033	es	Campo Real
ES-MD-M-034	es	Canencia
ES-MD-M-035	es	Carabaña
ES-MD-M-036	es	Casarrubuelos
ES-MD-M-037	es	Cenicientos
ES-MD-M-038	es	Cercedilla
ES-MD-M-039	es	Cervera de Buitrago
ES-MD-M-051	es	Chapinería
ES-MD-M-052	es	Chinchón
ES-MD-M-040	es	Ciempozuelos
ES-MD-M-041	es	Cobeña
ES-MD-M-046	es	Collado Mediano
ES-MD-M-047	es	Collado Villalba
ES-MD-M-043	es	Colmenar de Oreja
ES-MD-M-042	es	Colmenar del Arroyo
ES-MD-M-045	es	Colmenar Viejo
ES-MD-M-044	es	Colmenarejo
ES-MD-M-048	es	Corpa
ES-MD-M-049	es	Coslada
ES-MD-M-050	es	Cubas de la Sagra
ES-MD-M-053	es	Daganzo de Arriba
ES-MD-M-054	es	El Escorial
ES-MD-M-055	es	Estremera
ES-MD-M-056	es	Fresnedillas de la Oliva
ES-MD-M-057	es	Fresno de Torote
ES-MD-M-058	es	Fuenlabrada
ES-MD-M-059	es	Fuente el Saz de Jarama
ES-MD-M-060	es	Fuentidueña de Tajo
ES-MD-M-061	es	Galapagar
ES-MD-M-062	es	Garganta de los Montes
ES-MD-M-063	es	Gargantilla del Lozoya y Pinilla de Buitrago
ES-MD-M-064	es	Gascones
ES-MD-M-065	es	Getafe
ES-MD-M-066	es	Griñón
ES-MD-M-067	es	Guadalix de la Sierra
ES-MD-M-068	es	Guadarrama
ES-MD-M-069	es	La Hiruela
ES-MD-M-070	es	Horcajo de la Sierra-Aoslos
ES-MD-M-071	es	Horcajuelo de la Sierra
ES-MD-M-072	es	Hoyo de Manzanares
ES-MD-M-073	es	Humanes de Madrid
ES-MD-M-074	es	Leganés
ES-MD-M-075	es	Loeches
ES-MD-M-076	es	Lozoya
ES-MD-M-901	es	Lozoyuela-Navas-Sieteiglesias
ES-MD-M-078	es	Madarcos
ES-MD-M-079	es	Madrid
ES-MD-M-080	es	Majadahonda
ES-MD-M-082	es	Manzanares el Real
ES-MD-M-083	es	Meco
ES-MD-M-084	es	Mejorada del Campo
ES-MD-M-085	es	Miraflores de la Sierra
ES-MD-M-086	es	El Molar
ES-MD-M-087	es	Los Molinos
ES-MD-M-088	es	Montejo de la Sierra
ES-MD-M-089	es	Moraleja de Enmedio
ES-MD-M-090	es	Moralzarzal
ES-MD-M-091	es	Morata de Tajuña
ES-MD-M-092	es	Móstoles
ES-MD-M-093	es	Navacerrada
ES-MD-M-094	es	Navalafuente
ES-MD-M-095	es	Navalagamella
ES-MD-M-096	es	Navalcarnero
ES-MD-M-097	es	Navarredonda y San Mamés
ES-MD-M-099	es	Navas del Rey
ES-MD-M-100	es	Nuevo Baztán
ES-MD-M-101	es	Olmeda de las Fuentes
ES-MD-M-102	es	Orusco de Tajuña
ES-MD-M-104	es	Paracuellos de Jarama
ES-MD-M-106	es	Parla
ES-MD-M-107	es	Patones
ES-MD-M-108	es	Pedrezuela
ES-MD-M-109	es	Pelayos de la Presa
ES-MD-M-110	es	Perales de Tajuña
ES-MD-M-111	es	Pezuela de las Torres
ES-MD-M-112	es	Pinilla del Valle
ES-MD-M-113	es	Pinto
ES-MD-M-114	es	Piñuécar-Gandullas
ES-MD-M-115	es	Pozuelo de Alarcón
ES-MD-M-116	es	Pozuelo del Rey
ES-MD-M-117	es	Prádena del Rincón
ES-MD-M-118	es	Puebla de la Sierra
ES-MD-M-902	es	Puentes Viejas
ES-MD-M-119	es	Quijorna
ES-MD-M-120	es	Rascafría
ES-MD-M-121	es	Redueña
ES-MD-M-122	es	Ribatejada
ES-MD-M-123	es	Rivas-Vaciamadrid
ES-MD-M-124	es	Robledillo de la Jara
ES-MD-M-125	es	Robledo de Chavela
ES-MD-M-126	es	Robregordo
ES-MD-M-127	es	Las Rozas de Madrid
ES-MD-M-128	es	Rozas de Puerto Real
ES-MD-M-129	es	San Agustín del Guadalix
ES-MD-M-130	es	San Fernando de Henares
ES-MD-M-131	es	San Lorenzo de El Escorial
ES-MD-M-132	es	San Martín de la Vega
ES-MD-M-133	es	San Martín de Valdeiglesias
ES-MD-M-134	es	San Sebastián de los Reyes
ES-MD-M-135	es	Santa María de la Alameda
ES-MD-M-136	es	Santorcaz
ES-MD-M-137	es	Los Santos de la Humosa
ES-MD-M-138	es	La Serna del Monte
ES-MD-M-140	es	Serranillos del Valle
ES-MD-M-141	es	Sevilla la Nueva
ES-MD-M-143	es	Somosierra
ES-MD-M-144	es	Soto del Real
ES-MD-M-145	es	Talamanca de Jarama
ES-MD-M-146	es	Tielmes
ES-MD-M-147	es	Titulcia
ES-MD-M-148	es	Torrejón de Ardoz
ES-MD-M-149	es	Torrejón de la Calzada
ES-MD-M-150	es	Torrejón de Velasco
ES-MD-M-151	es	Torrelaguna
ES-MD-M-152	es	Torrelodones
ES-MD-M-153	es	Torremocha de Jarama
ES-MD-M-154	es	Torres de la Alameda
ES-MD-M-903	es	Tres Cantos
ES-MD-M-155	es	Valdaracete
ES-MD-M-156	es	Valdeavero
ES-MD-M-157	es	Valdelaguna
ES-MD-M-158	es	Valdemanco
ES-MD-M-159	es	Valdemaqueda
ES-MD-M-160	es	Valdemorillo
ES-MD-M-161	es	Valdemoro
ES-MD-M-162	es	Valdeolmos-Alalpardo
ES-MD-M-163	es	Valdepiélagos
ES-MD-M-164	es	Valdetorres de Jarama
ES-MD-M-165	es	Valdilecha
ES-MD-M-166	es	Valverde de Alcalá
ES-MD-M-167	es	Velilla de San Antonio
ES-MD-M-168	es	El Vellón
ES-MD-M-169	es	Venturada
ES-MD-M-171	es	Villa del Prado
ES-MD-M-170	es	Villaconejos
ES-MD-M-172	es	Villalbilla
ES-MD-M-173	es	Villamanrique de Tajo
ES-MD-M-174	es	Villamanta
ES-MD-M-175	es	Villamantilla
ES-MD-M-176	es	Villanueva de la Cañada
ES-MD-M-178	es	Villanueva de Perales
ES-MD-M-177	es	Villanueva del Pardillo
ES-MD-M-179	es	Villar del Olmo
ES-MD-M-180	es	Villarejo de Salvanés
ES-MD-M-181	es	Villaviciosa de Odón
ES-MD-M-182	es	Villavieja del Lozoya
ES-MD-M-183	es	Zarzalejo
ES-AN-MA-001	es	Alameda
ES-AN-MA-002	es	Alcaucín
ES-AN-MA-003	es	Alfarnate
ES-AN-MA-004	es	Alfarnatejo
ES-AN-MA-005	es	Algarrobo
ES-AN-MA-006	es	Algatocín
ES-AN-MA-007	es	Alhaurín de la Torre
ES-AN-MA-008	es	Alhaurín el Grande
ES-AN-MA-009	es	Almáchar
ES-AN-MA-010	es	Almargen
ES-AN-MA-011	es	Almogía
ES-AN-MA-012	es	Álora
ES-AN-MA-013	es	Alozaina
ES-AN-MA-014	es	Alpandeire
ES-AN-MA-015	es	Antequera
ES-AN-MA-016	es	Árchez
ES-AN-MA-017	es	Archidona
ES-AN-MA-018	es	Ardales
ES-AN-MA-019	es	Arenas
ES-AN-MA-020	es	Arriate
ES-AN-MA-021	es	Atajate
ES-AN-MA-022	es	Benadalid
ES-AN-MA-023	es	Benahavís
ES-AN-MA-024	es	Benalauría
ES-AN-MA-025	es	Benalmádena
ES-AN-MA-026	es	Benamargosa
ES-AN-MA-027	es	Benamocarra
ES-AN-MA-028	es	Benaoján
ES-AN-MA-029	es	Benarrabá
ES-AN-MA-030	es	El Borge
ES-AN-MA-031	es	El Burgo
ES-AN-MA-032	es	Campillos
ES-AN-MA-033	es	Canillas de Aceituno
ES-AN-MA-034	es	Canillas de Albaida
ES-AN-MA-035	es	Cañete la Real
ES-AN-MA-036	es	Carratraca
ES-AN-MA-037	es	Cartajima
ES-AN-MA-038	es	Cártama
ES-AN-MA-039	es	Casabermeja
ES-AN-MA-040	es	Casarabonela
ES-AN-MA-041	es	Casares
ES-AN-MA-042	es	Coín
ES-AN-MA-043	es	Colmenar
ES-AN-MA-044	es	Comares
ES-AN-MA-045	es	Cómpeta
ES-AN-MA-046	es	Cortes de la Frontera
ES-AN-MA-047	es	Cuevas Bajas
ES-AN-MA-049	es	Cuevas de San Marcos
ES-AN-MA-048	es	Cuevas del Becerro
ES-AN-MA-050	es	Cútar
ES-AN-MA-051	es	Estepona
ES-AN-MA-052	es	Faraján
ES-AN-MA-053	es	Frigiliana
ES-AN-MA-054	es	Fuengirola
ES-AN-MA-055	es	Fuente de Piedra
ES-AN-MA-056	es	Gaucín
ES-AN-MA-057	es	Genalguacil
ES-AN-MA-058	es	Guaro
ES-AN-MA-059	es	Humilladero
ES-AN-MA-060	es	Igualeja
ES-AN-MA-061	es	Istán
ES-AN-MA-062	es	Iznate
ES-AN-MA-063	es	Jimera de Líbar
ES-AN-MA-064	es	Jubrique
ES-AN-MA-065	es	Júzcar
ES-AN-MA-066	es	Macharaviaya
ES-AN-MA-067	es	Málaga
ES-AN-MA-068	es	Manilva
ES-AN-MA-069	es	Marbella
ES-AN-MA-070	es	Mijas
ES-AN-MA-071	es	Moclinejo
ES-AN-MA-072	es	Mollina
ES-AN-MA-073	es	Monda
ES-AN-MA-903	es	Montecorto
ES-AN-MA-074	es	Montejaque
ES-AN-MA-075	es	Nerja
ES-AN-MA-076	es	Ojén
ES-AN-MA-077	es	Parauta
ES-AN-MA-079	es	Periana
ES-AN-MA-080	es	Pizarra
ES-AN-MA-081	es	Pujerra
ES-AN-MA-082	es	Rincón de la Victoria
ES-AN-MA-083	es	Riogordo
ES-AN-MA-084	es	Ronda
ES-AN-MA-085	es	Salares
ES-AN-MA-086	es	Sayalonga
ES-AN-MA-087	es	Sedella
ES-AN-MA-904	es	Serrato
ES-AN-MA-088	es	Sierra de Yeguas
ES-AN-MA-089	es	Teba
ES-AN-MA-090	es	Tolox
ES-AN-MA-901	es	Torremolinos
ES-AN-MA-091	es	Torrox
ES-AN-MA-092	es	Totalán
ES-AN-MA-093	es	Valle de Abdalajís
ES-AN-MA-094	es	Vélez-Málaga
ES-AN-MA-095	es	Villanueva de Algaidas
ES-AN-MA-902	es	Villanueva de la Concepción
ES-AN-MA-098	es	Villanueva de Tapia
ES-AN-MA-096	es	Villanueva del Rosario
ES-AN-MA-097	es	Villanueva del Trabuco
ES-AN-MA-099	es	Viñuela
ES-AN-MA-100	es	Yunquera
ES-MC-MU-001	es	Abanilla
ES-MC-MU-002	es	Abarán
ES-MC-MU-003	es	Águilas
ES-MC-MU-004	es	Albudeite
ES-MC-MU-005	es	Alcantarilla
ES-MC-MU-902	es	Los Alcázares
ES-MC-MU-006	es	Aledo
ES-MC-MU-007	es	Alguazas
ES-MC-MU-008	es	Alhama de Murcia
ES-MC-MU-009	es	Archena
ES-MC-MU-010	es	Beniel
ES-MC-MU-011	es	Blanca
ES-MC-MU-012	es	Bullas
ES-MC-MU-013	es	Calasparra
ES-MC-MU-014	es	Campos del Río
ES-MC-MU-015	es	Caravaca de la Cruz
ES-MC-MU-016	es	Cartagena
ES-MC-MU-017	es	Cehegín
ES-MC-MU-018	es	Ceutí
ES-MC-MU-019	es	Cieza
ES-MC-MU-020	es	Fortuna
ES-MC-MU-021	es	Fuente Álamo de Murcia
ES-MC-MU-022	es	Jumilla
ES-MC-MU-023	es	Librilla
ES-MC-MU-024	es	Lorca
ES-MC-MU-025	es	Lorquí
ES-MC-MU-026	es	Mazarrón
ES-MC-MU-027	es	Molina de Segura
